orig_id,entity,source_id,label,technique,variant,text
35,Fortnite,6630,Positive,delete,1,Great to bring exposure to young up and new coming artists
35,Fortnite,6630,Positive,delete,2,Great way to bring exposure to young up new coming artists
36,MaddenNFL,7715,Irrelevant#Positive,original,0,with I mean this is just insane . . . RhandlerR RhandlerR RhandlerR pic.twitter.com/30llzT6egr
36,MaddenNFL,7715,Irrelevant#Positive,swap,1,with I mean RhandlerR is just insane . . . RhandlerR this RhandlerR pic.twitter.com/30llzT6egr
36,MaddenNFL,7715,Irrelevant#Positive,swap,2,with I mean this is just com . . . RhandlerR RhandlerR RhandlerR pic.twitter.insane/30llzT6egr
36,MaddenNFL,7715,Irrelevant#Positive,insert,1,with I equitable mean this is just insane . . . RhandlerR RhandlerR RhandlerR pic.twitter.com/30llzT6egr
36,MaddenNFL,7715,Irrelevant#Positive,insert,2,with I mean this is just insane . . . RhandlerR RhandlerR only RhandlerR pic.twitter.com/30llzT6egr
36,MaddenNFL,7715,Irrelevant#Positive,delete,1,with I mean this is insane . . . RhandlerR RhandlerR RhandlerR.twitter.com/30llzT6egr
36,MaddenNFL,7715,Irrelevant#Positive,delete,2,with I this is insane . . . RhandlerR RhandlerR RhandlerR pic.twitter.com/30llzT6egr
37,CS-GO,4107,Positive,original,0,Congratulations to @Team__Spirit!... You are the.. Good coaching job. Yes Thank you again for playing!...
37,CS-GO,4107,Positive,swap,1,Congratulations to @Team__Spirit!... You are the.. Good coaching job. Yes Thank you for again playing!...
37,CS-GO,4107,Positive,swap,2,Congratulations to @are!... You Team__Spirit the.. Good coaching job. Yes Thank you again for playing!...
37,CS-GO,4107,Positive,insert,1,Congratulations to @Team__Spirit!... You are the.. Good coaching job. Yes Thank you again for near playing!...
37,CS-GO,4107,Positive,insert,2,Congratulations to @Team__Spirit!... You yes are the.. Good coaching job. Yes Thank you again for playing!...
37,CS-GO,4107,Positive,delete,1,Congratulations @Team__Spirit!... are the.. Good coaching job. Yes Thank you again for playing!...
37,CS-GO,4107,Positive,delete,2,Congratulations to @Team__Spirit!... You are the.. Good coaching. Thank you again for playing!...
38,PlayerUnknownsBattlegrounds(PUBG),10122,Neutral,original,0,Why government banned pubg
38,PlayerUnknownsBattlegrounds(PUBG),10122,Neutral,swap,1,Why government pubg banned
38,PlayerUnknownsBattlegrounds(PUBG),10122,Neutral,swap,2,Why pubg banned government
38,PlayerUnknownsBattlegrounds(PUBG),10122,Neutral,insert,1,Why government blackball banned pubg
38,PlayerUnknownsBattlegrounds(PUBG),10122,Neutral,insert,2,regime Why government banned pubg
38,PlayerUnknownsBattlegrounds(PUBG),10122,Neutral,delete,1,Why government banned 
38,PlayerUnknownsBattlegrounds(PUBG),10122,Neutral,delete,2,Why government pubg
39,Verizon,11692,Neutral,original,0,Hey @ verizonfios @ verizonSupport Why does my internet speed drop to 591 Mbit / s when I pay for 1Gig SIM card services?.. Testing is done via a wired connection with CAT8 SFTP 40GB cables.. speedtest.net / result / c / 1999d...
39,Verizon,11692,Neutral,swap,1,Hey @ verizonfios @ verizonSupport Why does my internet speed drop to c Mbit / s via I pay for 1Gig SIM card services?.. Testing is done when a wired cables with CAT8 SFTP 40GB connection.. speedtest.net / result / 591 / 1999d...
39,Verizon,11692,Neutral,swap,2,does @ 1Gig @ verizonSupport Why Hey my internet speed drop to 591 Mbit / s when I pay result verizonfios SIM card services?.. Testing is done via a wired connection with CAT8 SFTP 40GB cables.. speedtest.net / for / c / 1999d...
39,Verizon,11692,Neutral,insert,1,Hey @ verizonfios @ verizonSupport Why does Mb my internet speed drop to 591 Mbit / net s when I pay for 1Gig SIM card services?.. Testing is meshing done via a wired connection with CAT8 SFTP 40GB cables.. speedtest.net / result / c / 1999d...
39,Verizon,11692,Neutral,insert,2,Hey @ verizonfios @ verizonSupport Why does my internet speed drop to 591 Mbit / s when I pay for 1Gig SIM card services?.. Testing is done via a wired connection with service CAT8 SFTP 40GB cables.. coke speedtest.net / serve result / c / 1999d...
39,Verizon,11692,Neutral,delete,1,Hey @ verizonfios @ verizonSupport Why does my internet drop to 591 Mbit / s when I pay for 1Gig SIM card services?.. Testing is done a connection with CAT8 SFTP cables.. speedtest.net / result / c /...
39,Verizon,11692,Neutral,delete,2,Hey @ verizonfios @ verizonSupport Why my internet drop to 591 Mbit / s when I pay for 1Gig SIM card services?.. Testing done via a wired connection with SFTP 40GB cables.. speedtest. / result / c / 1999d...
40,CS-GO,4054,Negative,original,0,"bloody hell sounds so dumb, I’ve won 10 matches in a row with over 50 MVPS’s and reached 1,500 kills each game carrying my team. Like do I needed to build a new online CSGO account????"
40,CS-GO,4054,Negative,swap,1,"bloody a in so dumb, I’ve won 10 matches sounds a row with over 50 MVPS’s and reached 1,500 kills each game carrying my team. Like do I online to build hell new needed CSGO account????"
40,CS-GO,4054,Negative,swap,2,"bloody hell sounds so dumb, I’ve won to matches in a row with over carrying MVPS’s and reached 1,500 kills each Like 50 my team. game do I needed 10 build a new online CSGO account????"
40,CS-GO,4054,Negative,insert,1,"bloody hell sounds so dumb, I’ve apiece won 10 matches in a row with over 50 MVPS’inward MVP s and reached 1,500 kills each game carrying my team. Like do I needed to build a new online CSGO account????"
40,CS-GO,4054,Negative,insert,2,"bloody hell sounds so dumb, I’ve won invoice 10 matches in a row with over 50 MVPS’s and defeat hold reached 1,500 kills each game carrying my team. Like do I needed to build a new online CSGO account????"
40,CS-GO,4054,Negative,delete,1,"bloody hell sounds so dumb,’ve won 10 matches a row with over 50 MVPS’s reached 1,500 each carrying my team. Like do I needed to build a new online CSGO account????"
40,CS-GO,4054,Negative,delete,2,"hell sounds so dumb, I’ve 10 matches in a row with 50 MVPS’s reached 1,500 kills each game carrying my team. do I needed to build a new online CSGO account????"
41,TomClancysGhostRecon,10930,Irrelevant,original,0,We really are Ghosts... Real and we don't exist.
41,TomClancysGhostRecon,10930,Irrelevant,swap,1,We really Real Ghosts... are and we don't exist.
41,TomClancysGhostRecon,10930,Irrelevant,swap,2,We really are Ghosts... Real don't we and exist.
41,TomClancysGhostRecon,10930,Irrelevant,insert,1,We really are Ghosts... Real and tangible we don't exist.
41,TomClancysGhostRecon,10930,Irrelevant,insert,2,We really are Ghosts... spook Real and we don't exist.
41,TomClancysGhostRecon,10930,Irrelevant,delete,1,We really are Ghosts... and we don't exist.
41,TomClancysGhostRecon,10930,Irrelevant,delete,2,really are Ghosts... Real and we don't exist.
42,Microsoft,8035,Negative,original,0,"Who is ready for microsoft to forcibly resurrect a nasty series with no plan or direction but to make money, and then force archaic spin to release it in 2 years?!!!???"
42,Microsoft,8035,Negative,swap,1,"Who is ready for microsoft to forcibly resurrect to nasty series with direction plan or no but a make money, and then force archaic spin to release it in 2 years?!!!???"
42,Microsoft,8035,Negative,swap,2,"Who is spin for microsoft to forcibly resurrect a nasty series with no plan or direction but to in money, and then force archaic ready to release it make 2 years?!!!???"
42,Microsoft,8035,Negative,insert,1,"Who is ready for indium microsoft to forcibly resurrect a nasty series with no plan or direction urinate but to make money, and then force archaic spin to release it in 2 years?!!!???"
42,Microsoft,8035,Negative,insert,2,"Who is ready for microsoft to forcibly resurrect a In nasty series with no plan or direction but IN to make money, and then force archaic spin to release it in 2 years?!!!???"
42,Microsoft,8035,Negative,delete,1,"Who is for microsoft to forcibly resurrect a nasty series with no plan or but make money, and then force archaic spin to release it 2 years?!!!???"
42,Microsoft,8035,Negative,delete,2,"Who is ready for microsoft resurrect a nasty series with no plan or but to make money, and then force archaic spin to release it in years?!!!???"
43,CS-GO,4341,Positive,original,0,csgo pls stop ranking me up games are getting harder huhu
43,CS-GO,4341,Positive,swap,1,csgo pls stop ranking me up huhu are getting harder games
43,CS-GO,4341,Positive,swap,2,csgo stop pls ranking me up games are getting harder huhu
43,CS-GO,4341,Positive,insert,1,csgo pls stop ranking me up games are getting harder superior huhu
43,CS-GO,4341,Positive,insert,2,csgo pls stop ranking me up games rank are getting harder huhu
43,CS-GO,4341,Positive,delete,1,csgo pls stop ranking me up games are harder huhu
43,CS-GO,4341,Positive,delete,2,csgo stop ranking me up games are getting harder huhu
44,Amazon,371,Negative,original,0,"Google and Amazon were the biggest imitators of the brands used in phishing attacks in the June quarter, the report said."
44,Amazon,371,Negative,swap,1,"Google and Amazon were the biggest imitators of the brands the used phishing attacks in in June quarter, the report said."
44,Amazon,371,Negative,swap,2,"Google and Amazon were the biggest imitators of the brands used in phishing said in the June quarter, the report attacks."
44,Amazon,371,Negative,insert,1,"Google and Amazon were the biggest imitators of the exist brands used in phishing attacks in the inward June quarter, the report said."
44,Amazon,371,Negative,insert,2,"exist Google and Amazon were the impersonator biggest imitators of the brands used in phishing attacks in the June quarter, the report said."
44,Amazon,371,Negative,delete,1,"Google and Amazon were biggest imitators of the brands used in attacks the June quarter, the report said."
44,Amazon,371,Negative,delete,2,"Google and Amazon were the biggest imitators of the brands used phishing attacks the June quarter, report said."
45,PlayerUnknownsBattlegrounds(PUBG),10245,Positive,original,0,The current state of the PUBG community regarding Loot Re-balance on Karakin... Personally I'm pretty happy with the changes and look forward to playing the card tonight! pic.twitter.com / eFc2HR1n8Y
45,PlayerUnknownsBattlegrounds(PUBG),10245,Positive,swap,1,The current state of the PUBG community regarding Loot Re-balance happy Karakin... to I'm pretty on with the changes and look forward Personally playing the card tonight! pic.twitter.com / eFc2HR1n8Y
45,PlayerUnknownsBattlegrounds(PUBG),10245,Positive,swap,2,The twitter state community the PUBG of regarding Loot Re-balance on Karakin... Personally I'm pretty happy with the changes and look forward to playing the card tonight! pic.current.com / eFc2HR1n8Y
45,PlayerUnknownsBattlegrounds(PUBG),10245,Positive,insert,1,The current state of the PUBG community regarding Loot Re-balance on Karakin... somewhat Personally I'm pretty happy with the changes and look forward to playing the card tonight! pic.twitter.com / eFc2HR1n8Y
45,PlayerUnknownsBattlegrounds(PUBG),10245,Positive,insert,2,The current state of the consider PUBG community regarding Loot Re-balance on Karakin... reckon Personally I'm pretty happy with the changes and look forward to playing the card tonight! pic.twitter.com / eFc2HR1n8Y
45,PlayerUnknownsBattlegrounds(PUBG),10245,Positive,delete,1,The current state of PUBG community regarding Loot Re-balance on... I'm pretty happy with the changes and look to playing the card tonight! pic.twitter.com / eFc2HR1n8Y
45,PlayerUnknownsBattlegrounds(PUBG),10245,Positive,delete,2,current state the PUBG community regarding Loot Re-balance Karakin... Personally I'm pretty happy with the changes and look forward to playing card tonight! pic.twitter.com / eFc2HR1n8Y
46,CallOfDutyBlackopsColdWar,1995,Negative,original,0,and Exclusive to PlayStation? Oh fuck off. pic.twitter.com/1NwFtyVXeX
46,CallOfDutyBlackopsColdWar,1995,Negative,swap,1,and Exclusive to PlayStation? Oh fuck 1NwFtyVXeX. pic.twitter.com/off
46,CallOfDutyBlackopsColdWar,1995,Negative,swap,2,and Exclusive to PlayStation? twitter fuck off. pic.Oh.com/1NwFtyVXeX
46,CallOfDutyBlackopsColdWar,1995,Negative,insert,1,and Exclusive to PlayStation? Oh film fuck off. pic.twitter.com/1NwFtyVXeX
46,CallOfDutyBlackopsColdWar,1995,Negative,insert,2,and Exclusive to bang PlayStation? Oh fuck off. pic.twitter.com/1NwFtyVXeX
46,CallOfDutyBlackopsColdWar,1995,Negative,delete,1,Exclusive to PlayStation? Oh fuck off. pic.twitter.com/1NwFtyVXeX
46,CallOfDutyBlackopsColdWar,1995,Negative,delete,2,and to PlayStation? Oh fuck off. pic.twitter.com/1NwFtyVXeX
47,PlayStation5(PS5),9749,Negative,original,0,@ArgosHelpers I do love how you took money from providing my PayPal for PS5 but because the order didn ’ t completely go through your high end management because they ran an out worth of stock the moment I paid?.
47,PlayStation5(PS5),9749,Negative,swap,1,@ArgosHelpers I do love how of took money from providing my PayPal for PS5 but because the order didn ’ t completely go through your high end out because you ran an management worth they stock the moment I paid?.
47,PlayStation5(PS5),9749,Negative,swap,2,@ArgosHelpers but do love how you took money from providing my PayPal for worth I because the because didn ’ t completely go through your high end management order they ran an out PS5 of stock the moment I paid?.
47,PlayStation5(PS5),9749,Negative,insert,1,@ArgosHelpers I do love how you iodine away took money from providing my PayPal for PS5 but because liothyronine the order didn ’ t completely go through your high end management because they ran an out worth of stock the moment I paid?.
47,PlayStation5(PS5),9749,Negative,insert,2,@ArgosHelpers I do love how you took money from bonk providing my PayPal for PS5 but because the order didn ’ t read completely go through your high end MT management because they ran an out worth of stock the moment I paid?.
47,PlayStation5(PS5),9749,Negative,delete,1,@ArgosHelpers I do love how you took money from providing my PayPal for PS5 but because the order didn ’ t completely go your high end management they worth of stock the moment I paid?.
47,PlayStation5(PS5),9749,Negative,delete,2,@ArgosHelpers I love how money from providing my PayPal for PS5 but because the order didn ’ t completely your high end management because they ran an out worth of stock the moment I paid?.
48,CS-GO,4214,Irrelevant#Positive,original,0,Best pistol player in 2016:GO?..
48,CS-GO,4214,Irrelevant#Positive,swap,1,Best pistol player GO 2016:in?..
48,CS-GO,4214,Irrelevant#Positive,swap,2,in pistol player Best 2016:GO?..
48,CS-GO,4214,Irrelevant#Positive,insert,1,Best pistol advantageously player in 2016:GO?..
48,CS-GO,4214,Irrelevant#Positive,insert,2,Best pistol undecomposed player in 2016:GO?..
48,CS-GO,4214,Irrelevant#Positive,delete,1,Best pistol in 2016:GO?..
48,CS-GO,4214,Irrelevant#Positive,delete,2,Best player in 2016:GO?..
49,Nvidia,9077,Positive,original,0,"Oh, yeah, although I always used to work mostly with these older guys. Second company from inside my portfolio to be acquired in the past for three months. Congrats, @SwiftStack team, on winning the acquisition!"
49,Nvidia,9077,Positive,swap,1,"Oh, acquisition, I although always used to work mostly with these older guys. Second company from inside my portfolio to be acquired in the past on three months. Congrats, @SwiftStack team, for winning the yeah!"
49,Nvidia,9077,Positive,swap,2,"Oh, yeah, although I always used to work mostly with these older on. Second company portfolio inside my from to be acquired in the past for three SwiftStack. Congrats, @months team, guys winning the acquisition!"
49,Nvidia,9077,Positive,insert,1,"Oh, yeah, although I always month within used to work mostly with these older guys. Second company from inside my portfolio to be acquired unity in the past for three months. Congrats, @SwiftStack team, on winning the acquisition!"
49,Nvidia,9077,Positive,insert,2,"succeed Oh, yeah, although I always used to work mostly with society these older guys. Second company elder from inside my portfolio to be acquired in the past for three months. Congrats, @SwiftStack team, on winning the acquisition!"
49,Nvidia,9077,Positive,delete,1,", yeah, although I always used to mostly these older guys. Second company from inside my to be acquired in past for three months. Congrats, @SwiftStack team, on winning the acquisition!"
49,Nvidia,9077,Positive,delete,2,"Oh, yeah, although always used to work mostly with these older guys. Second company inside my portfolio to be acquired in the past for three. Congrats, @ team, on the acquisition!"
50,CallOfDutyBlackopsColdWar,1945,Positive,original,0,"all hyped for cold war, campaign is something i cant wait let start! Who else is hyped!?"
50,CallOfDutyBlackopsColdWar,1945,Positive,swap,1,"all hyped for cold war, campaign is cant i something wait let start! Who else is hyped!?"
50,CallOfDutyBlackopsColdWar,1945,Positive,swap,2,"all hyped for cold war, campaign is something Who cant wait let start! i else is hyped!?"
50,CallOfDutyBlackopsColdWar,1945,Positive,insert,1,"all hyped for cold altogether war, campaign is something i cant wait let start! Who else is hyped!?"
50,CallOfDutyBlackopsColdWar,1945,Positive,insert,2,"all hyped for cold war, campaign is something i cant wait let start! single Who else is hyped!?"
50,CallOfDutyBlackopsColdWar,1945,Positive,delete,1,"all hyped for cold war, campaign is something i cant wait let start! Who is!?"
50,CallOfDutyBlackopsColdWar,1945,Positive,delete,2,"all hyped for cold war, something i cant wait let start! Who else is hyped!?"
51,Microsoft,8173,Neutral,original,0,"Not exactly. Free means the price is your data. During the early days of Avast and AVG, I used to say it was better than nothing. Now, I think nothing - and Microsoft Defender - is better than this bad firewall."
51,Microsoft,8173,Neutral,swap,1,"Microsoft exactly. Free means the price is your data. bad the early days of Avast and AVG, I used nothing say it was better than nothing. Now, I think to - and Not Defender - is better than this During firewall."
51,Microsoft,8173,Neutral,swap,2,"Not exactly. Free means the price is your data. During Now early days say Avast firewall AVG, I used to of it was better than nothing. the, I think nothing - and Microsoft Defender - is better than this bad and."
51,Microsoft,8173,Neutral,insert,1,"Not exactly. Free means the price is your data. During the early days of not Avast and AVG, easily I used to say it was better than nothing. Now, I non think nothing - and Microsoft Defender - is better than this bad firewall."
51,Microsoft,8173,Neutral,insert,2,"Not exactly. Free means the price is your former data. destitute During the early days of Avast and AVG, I used to say it was better than nothing. defective Now, I think nothing - and Microsoft Defender - is better than this bad firewall."
51,Microsoft,8173,Neutral,delete,1,"Not exactly. Free price is your data. During early days Avast and AVG, I used to say it was better than nothing. Now, I think - and Microsoft Defender - is better than this bad firewall."
51,Microsoft,8173,Neutral,delete,2,"Not exactly. Free means the price is your data. During early days Avast and AVG, used to say it was better than nothing., think nothing - and Microsoft Defender - is better than this bad firewall."
52,TomClancysGhostRecon,11003,Negative,original,0,Just tried @GhostRecon_UK for the first time in months and it's still a bug riddled mess. Seriously guy just abandon it and move on. It's dead now.
52,TomClancysGhostRecon,11003,Negative,swap,1,Just tried @GhostRecon_UK for the first time in months and it's still a bug move mess. Seriously guy just abandon and it riddled on. It's dead now.
52,TomClancysGhostRecon,11003,Negative,swap,2,Just tried @GhostRecon_UK it the first time a months and it's still in bug riddled mess. Seriously guy just abandon for and move on. It's dead now.
52,TomClancysGhostRecon,11003,Negative,insert,1,Just tried @GhostRecon_UK for the first time in months and it's still drained a bug riddled mess. Seriously guy just abandon it and move ridicule microbe on. It's dead now.
52,TomClancysGhostRecon,11003,Negative,insert,2,Just tried @locomote GhostRecon_UK for the first good time in months and it's still a bug riddled mess. Seriously guy just abandon it and move on. It's dead now.
52,TomClancysGhostRecon,11003,Negative,delete,1,Just tried @GhostRecon_UK for first time in months and it's a bug riddled. Seriously guy just abandon it and on. It's dead now.
52,TomClancysGhostRecon,11003,Negative,delete,2,Just tried @GhostRecon_UK the time in months and it's a bug mess. Seriously guy just abandon it and move on. It's dead now.
53,NBA2K,8407,Irrelevant,original,0,@ YoyaltyGaming I can't see them.
53,NBA2K,8407,Irrelevant,swap,1,@ YoyaltyGaming them can't see I.
53,NBA2K,8407,Irrelevant,swap,2,@ see I can't YoyaltyGaming them.
53,NBA2K,8407,Irrelevant,insert,1,@ ace YoyaltyGaming I can't see them.
53,NBA2K,8407,Irrelevant,insert,2,@ one YoyaltyGaming I can't see them.
53,NBA2K,8407,Irrelevant,delete,1,@ I can't see them.
53,NBA2K,8407,Irrelevant,delete,2,@ YoyaltyGaming I can't see.
54,Microsoft,8156,Irrelevant,original,0,Uh huh pic.facebook.com / bi5qYQfatb
54,Microsoft,8156,Irrelevant,swap,1,Uh pic huh.facebook.com / bi5qYQfatb
54,Microsoft,8156,Irrelevant,swap,2,com huh pic.facebook.Uh / bi5qYQfatb
54,Microsoft,8156,Irrelevant,delete,1,Uh huh pic.facebook.com / 
54,Microsoft,8156,Irrelevant,delete,2,Uh huh.facebook.com / bi5qYQfatb
55,Nvidia,9192,Irrelevant#Positive,original,0,"than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ"
55,Nvidia,9192,Irrelevant#Positive,swap,1,"than $500 on Nvidia AERO VA anywhere - Award winning is, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and work Core 4. This design a no the from home, create OLED laptop! buff.ly/3kd6oRQ"
55,Nvidia,9192,Irrelevant#Positive,swap,2,"than $500 on panel AERO VA OLED - Award kitchen design, stunning 4K OLED the, color in front edge of winning oven, with i7 core 4 Nvidia Core and. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ"
55,Nvidia,9192,Irrelevant#Positive,insert,1,"than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color D in front edge of kitchen inwardness oven, with i7 furbish core and Nvidia Core 4. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ"
55,Nvidia,9192,Irrelevant#Positive,insert,2,"than $domicile 500 on the AERO VA sour OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with breast i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ"
55,Nvidia,9192,Irrelevant#Positive,delete,1,"$500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen, with core Nvidia. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ"
55,Nvidia,9192,Irrelevant#Positive,delete,2,"than $500 AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no from home, create anywhere! buff./"
56,PlayerUnknownsBattlegrounds(PUBG),10188,Positive,original,0,Congratulations guys finally PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .
56,PlayerUnknownsBattlegrounds(PUBG),10188,Positive,swap,1,Congratulations guys finally PUBG UNBAN ho gye pubg @ZakaWaqar  thnks all thnks lover .
56,PlayerUnknownsBattlegrounds(PUBG),10188,Positive,swap,2,Congratulations guys finally PUBG UNBAN thnks gye ho @ZakaWaqar  thnks all pubg lover .
56,PlayerUnknownsBattlegrounds(PUBG),10188,Positive,insert,1,Congratulations guys Guy finally PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .
56,PlayerUnknownsBattlegrounds(PUBG),10188,Positive,insert,2,Congratulations guys finally PUBG whole UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .
56,PlayerUnknownsBattlegrounds(PUBG),10188,Positive,delete,1,Congratulations guys PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .
56,PlayerUnknownsBattlegrounds(PUBG),10188,Positive,delete,2,Congratulations guys finally UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .
57,Fortnite,6575,Positive,original,0,"A new game racing mode called "" Liferun "" will be added to Fortnite very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as only a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via ) @AdamGrenade im excited!"
57,Fortnite,6575,Positive,swap,1,"A new mode racing different called "" Liferun "" will be added to game very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as only a Red save Cross Society Worker with racing Fortnite always Green the lives of characters via 4 to missions!. in ) @AdamGrenade im excited!"
57,Fortnite,6575,Positive,swap,2,"at new game It mode a "" Liferun "" will be only to Fortnite very effective soon! racing will first ever be showcased A PAX South in called few extra days.... In this game mode you'll play here added as a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via ) @AdamGrenade im excited!"
57,Fortnite,6575,Positive,insert,1,"A new game cherry racing mode called "" Liferun "" will be added to sole Fortnite very effective soon! It constitute will first ever be showcased at PAX South in a few extra days.... In this game years mode spare you'll play here as only a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via ) @AdamGrenade im excited!"
57,Fortnite,6575,Positive,insert,2,"A new game racing mode called "" greenish At Liferun "" will be added to Fortnite very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as embody only a Red Green at Cross Society Worker with jet racing to always save the lives of characters in 4 different missions!. via ) @AdamGrenade im excited!"
57,Fortnite,6575,Positive,delete,1,"A game racing mode called "" Liferun "" will be added to very soon! It will first ever showcased PAX in a few extra days.... In this game mode you'll play here only a Red Green Cross Society Worker with racing always save the lives of characters 4 different missions!. via ) @AdamGrenade im excited!"
57,Fortnite,6575,Positive,delete,2,"A new racing mode called "" Liferun "" will be added to Fortnite effective soon! It first ever be showcased at PAX South in a few days.... In this game mode you'll play here as only a Red Green Cross Society Worker with racing to save the of characters 4!. via ) @AdamGrenade im excited!"
58,Microsoft,8361,Negative,original,0,Microsoft falls after Microsoft forgot to issue a certificate: -))))))) theverge.com / 2020 / 2 / 3 / 21120...
58,Microsoft,8361,Negative,swap,1,Microsoft falls 2020 Microsoft forgot to issue a certificate: -))))))) theverge.com / after / 2 / 3 / 21120...
58,Microsoft,8361,Negative,swap,2,Microsoft falls after Microsoft forgot to issue a 21120: -))))))) theverge.com / 2020 / 2 / 3 / certificate...
58,Microsoft,8361,Negative,insert,1,Microsoft falls after Microsoft forgot to issue a certificate: -))))))) II theverge.com / 2020 / 2 / 3 / 21120...
58,Microsoft,8361,Negative,insert,2,Microsoft falls after Microsoft forgot to issue a certificate: -))))))) theverge.com / 2020 / threesome 2 / 3 / 21120...
58,Microsoft,8361,Negative,delete,1,Microsoft after Microsoft forgot to a certificate: -))))))) theverge.com / 2020 / 2 / 3 / 21120...
58,Microsoft,8361,Negative,delete,2,Microsoft falls Microsoft forgot to issue a: -))))))) theverge.com / 2020 / 2 / 3 / 21120...
59,Borderlands,2768,Positive,original,0,"New Borderlands Ports on Switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon."
59,Borderlands,2768,Positive,swap,1,"New Borderlands Ports on Switch are get good, 100% gave complaints no, definitely worth it, can’t wait to so Bioshock Collection soon."
59,Borderlands,2768,Positive,swap,2,"New wait Ports on Switch Borderlands so good, 100% gave no complaints, definitely worth it, can’t are to get Bioshock Collection soon."
59,Borderlands,2768,Positive,insert,1,"New Borderlands Ports on Switch are so good, 100% waiting gave no complaints, definitely fix worth it, can’t wait to get Bioshock Collection soon."
59,Borderlands,2768,Positive,insert,2,"New unquestionably Borderlands Ports on honest Switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon."
59,Borderlands,2768,Positive,delete,1,"Borderlands Ports on Switch are good, 100% gave no complaints, definitely worth it, can’t to get Bioshock Collection soon."
59,Borderlands,2768,Positive,delete,2,"Ports on Switch are so, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon."
60,Cyberpunk2077,3619,Negative,original,0,I ’ m really bummed that @CyberpunkGame is only first person. 5 I think your 3rd person is always leading the move forward for successful side story games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 This is going to hurt me their success
60,Cyberpunk2077,3619,Negative,swap,1,I ’ m is bummed that @CyberpunkGame is only first person. 5 really think your 3rd person I always leading the move so for successful side This games. The camera angles while playing constantly really seems forward awkward and leave your game just struggling to enjoy the surrounding details. 4 story is going to hurt me their success
60,Cyberpunk2077,3619,Negative,swap,2,I ’ m really bummed that @CyberpunkGame is person first only. 5 I surrounding your 3rd person is always leading think move forward for successful side story games. The camera angles while playing seems really just so awkward and leave your game constantly struggling to enjoy the the details. 4 This is success to hurt me their going
60,Cyberpunk2077,3619,Negative,insert,1,I ’ m really bummed that @CyberpunkGame Angle is only first person. 5 I think your five 3rd person is always leading the move forward for successful side story games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding tetrad details. 4 This is going to hurt me their follow success
60,Cyberpunk2077,3619,Negative,insert,2,I ’ m really bummed that @CyberpunkGame is think only first person. 5 I clumsy think your 3rd one person is always leading the move forward for successful side story remember games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 This is going to hurt me their success
60,Cyberpunk2077,3619,Negative,delete,1,I ’ m bummed that @CyberpunkGame is only first person. 5 think your 3rd person is always leading move forward for successful side story games. The camera while playing just really seems so awkward and leave your game to enjoy the details. 4 This going to hurt me their success
60,Cyberpunk2077,3619,Negative,delete,2,I ’ m really bummed that @CyberpunkGame is only first person. 5 I think your 3rd person is always leading the move forward for successful side games. The camera while playing just really seems so awkward and your game constantly struggling surrounding details. 4 This is going to their success
61,CallOfDutyBlackopsColdWar,1748,Irrelevant,original,0,"Scump, Simp, Loony, Slacked"
61,CallOfDutyBlackopsColdWar,1748,Irrelevant,swap,1,"Scump, Slacked, Loony, Simp"
61,CallOfDutyBlackopsColdWar,1748,Irrelevant,swap,2,"Slacked, Simp, Loony, Scump"
61,CallOfDutyBlackopsColdWar,1748,Irrelevant,insert,1,"Scump, Simp, Loony, balmy Slacked"
